?,?????,??????, ????? , ?????? ,?????,???????
15,PTA Balloon _ACHILLES 0.18 804-025080-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.????? ????,1/3/2024
16,PTA Balloon _ATROPOS 0.35 _819-040080-150,1," 4,000.0 "," 4,000.0 ",????? ??? ?.????? ????,1/3/2024
19,BARTY Cross over 55c-6f,1," 6,000.0 "," 6,000.0 ",????? ??? ?.????? ????,1/3/2024
20,KDL angiography  Catheter RIM -5F,1," 1,000.0 "," 1,000.0 ",????? ??? ?.????? ????,1/3/2024
46,KDL angiography  Catheter Ver  4F,2, 900.0 ," 1,800.0 ",????? ??? ?.????? ????,1/8/2024
47,KDL angiography  Catheter RIM -5F,1, 900.0 , 900.0 ,????? ??? ?.????? ????,1/8/2024
59,KDL angiography  Catheter Ver  4F,1, 900.0 , 900.0 ,????? ??? ?.????? ????,1/10/2024
161,KDL_Introducer set femoral 6F,1, 300.0 , 300.0 ,????? ??? ?.????? ????,1/17/2024
162,KDL_Introducer set femoral 8F,1, 500.0 , 500.0 ,????? ??? ?.????? ????,1/17/2024
222,KDL angiography  Catheter Ver  4F,2," 1,000.0 "," 2,000.0 ",????? ??? ?.????? ????,1/22/2024
336,PTA Balloon _ATROPOS 0.35 _819-030150-150,2," 3,800.0 "," 7,600.0 ",????? ??? ?.????? ????,1/31/2024
337,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 3,800.0 "," 3,800.0 ",????? ??? ?.????? ????,1/31/2024
494,PTA Balloon _MINERVA 0.18 _803-030150-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.????? ????,2/10/2024
495,SUNMED _Inflation Device,1, 500.0 , 500.0 ,????? ??? ?.????? ????,2/10/2024
496,KDL-INT PTA Wire 0.18×300,1," 2,500.0 "," 2,500.0 ",????? ??? ?.????? ????,2/10/2024
497,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????? ????,2/10/2024
498,PTA Balloon _ATROPOS 0.35 _819-050080-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????? ????,2/10/2024
499,BARTY long sheath straight   90c-7F,1," 7,500.0 "," 7,500.0 ",????? ??? ?.????? ????,2/10/2024
500,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.????? ????,2/10/2024
501,PTA Balloon _ATROPOS 0.35 _819-040120-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.????? ????,2/10/2024
502,PTA Balloon _MINERVA 0.18 _803-030200-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.????? ????,2/10/2024
503,PTA Balloon _MINERVA 0.18 _803-040200-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.????? ????,2/10/2024
504,PTA Balloon _ATROPOS 0.35 _819-060060-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.????? ????,2/10/2024
505,KDL angiography  Catheter RIM -5F,1," 1,000.0 "," 1,000.0 ",????? ??? ?.????? ????,2/10/2024
506,BARTY Cross over 55c-6f,1," 6,500.0 "," 6,500.0 ",????? ??? ?.????? ????,2/10/2024
627,PTA Balloon _ATROPOS 0.35 _819-030120-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????? ????,2/13/2024
628,BARTY Cross over 55c-8f,1," 6,500.0 "," 6,500.0 ",????? ??? ?.????? ????,2/13/2024
629,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????? ????,2/13/2024
630,PTA Balloon _ATROPOS 0.35 _819-050150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????? ????,2/13/2024
631,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,2," 2,200.0 "," 4,400.0 ",????? ??? ?.????? ????,2/13/2024
632,SUNMED _Inflation Device,1, 600.0 , 600.0 ,????? ??? ?.????? ????,2/13/2024
680,Conger Hydrophilic Guide Wire  0.35/260 stiff ANG-TIP,1," 2,000.0 "," 2,000.0 ",????? ??? ?.????? ????,2/15/2024
681,KDL_Introducer set femoral 6F,1, 500.0 , 500.0 ,????? ??? ?.????? ????,2/15/2024
689,PTA Balloon _MINERVA 0.18 _803-030150-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.????? ????,2/17/2024
690,PTA Balloon _ATROPOS 0.35 _819-040100-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????? ????,2/17/2024
691,KDL angiography  Catheter Ver  5F,1," 1,100.0 "," 1,100.0 ",????? ??? ?.????? ????,2/17/2024
692,KDL angiography  Catheter Ver  5F,1," 1,100.0 "," 1,100.0 ",????? ??? ?.????? ????,2/17/2024
693,KDL angiography  Catheter Ver  4F,1," 1,100.0 "," 1,100.0 ",????? ??? ?.????? ????,2/17/2024
694,KDL_Introducer set femoral 6F,1, 350.0 , 350.0 ,????? ??? ?.????? ????,2/17/2024
695,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????? ????,2/17/2024
749,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????? ????,2/19/2024
750,PTA Balloon _MINERVA 0.18 _803-020200-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.????? ????,2/19/2024
751,PTA Balloon _MINERVA 0.18 _803-030200-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.????? ????,2/19/2024
752,KDL_Introducer set femoral 6F,1, 350.0 , 350.0 ,????? ??? ?.????? ????,2/19/2024
755,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????? ????,2/19/2024
827,PTA Balloon _HERMES 0.35 _820-030150-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.????? ????,2/24/2024
828,PTA Balloon _HERMES 0.35 _820-050150-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.????? ????,2/24/2024
829,KDL angiography  Catheter RIM -5F,1," 1,200.0 "," 1,200.0 ",????? ??? ?.????? ????,2/24/2024
857,KDL angiography  Catheter Ver  4F,1," 1,200.0 "," 1,200.0 ",????? ??? ?.????? ????,2/25/2024
858,PTA Balloon _MINERVA 0.18 _803-030200-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.????? ????,2/25/2024
948,KDL angiography  Catheter Ver  5F,5," 1,100.0 "," 5,500.0 ",????? ??? ?.????? ????,3/3/2024
949,KDL angiography  Catheter Ver  4F,5," 1,100.0 "," 5,500.0 ",????? ??? ?.????? ????,3/3/2024
1000,KDL_Introducer set femoral 6F,1, 350.0 , 350.0 ,????? ??? ?.????? ????,3/3/2024
1001,SUNMED _Inflation Device,1, 600.0 , 600.0 ,????? ??? ?.????? ????,3/3/2024
1002,PTA Balloon _ATROPOS 0.35 _819-030150-150,2," 4,200.0 "," 8,400.0 ",????? ??? ?.????? ????,3/3/2024
1003,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????? ????,3/3/2024
1004,PTA Balloon _ATROPOS 0.35 _819-050150-150,2," 4,200.0 "," 8,400.0 ",????? ??? ?.????? ????,3/3/2024
1005,PTA Balloon _ATROPOS 0.35 _819-050200-150,2," 4,200.0 "," 8,400.0 ",????? ??? ?.????? ????,3/3/2024
1006,PTA Balloon _MINERVA 0.18 _803-030200-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.????? ????,3/3/2024
1007,KDL_Introducer set femoral 8F,1, 500.0 , 500.0 ,????? ??? ?.????? ????,3/3/2024
1008,KDL-INT PTA Wire 0.18×300,1," 3,000.0 "," 3,000.0 ",????? ??? ?.????? ????,3/3/2024
1009,PTA Balloon _MINERVA 0.18 _803-030150-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.????? ????,3/3/2024
1010,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????? ????,3/3/2024
1011,BARTY Cross over 55c-6f,1," 6,000.0 "," 6,000.0 ",????? ??? ?.????? ????,3/3/2024
1012,BARTY long sheath straight   90c-6F,1," 7,500.0 "," 7,500.0 ",????? ??? ?.????? ????,3/3/2024
1013,KDL angiography  Catheter Ver  5F-125cm,1," 1,200.0 "," 1,200.0 ",????? ??? ?.????? ????,3/3/2024
1014,PTA Balloon _MINERVA 0.18 _803-030200-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.????? ????,3/3/2024
1030,PTA Balloon _ATROPOS 0.35 _819-030120-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????? ????,3/4/2024
1031,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????? ????,3/4/2024
1032,PTA Balloon _MINERVA 0.18 _803-030200-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.????? ????,3/4/2024
1033,PTA Balloon _MINERVA 0.18 _803-030150-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.????? ????,3/4/2024
1034,KDL angiography  Catheter Ver  4F,1," 1,500.0 "," 1,500.0 ",????? ??? ?.????? ????,3/4/2024
1035,PTA Balloon _MINERVA 0.18 _803-030150-150,1," 6,000.0 "," 6,000.0 ",????? ??? ?.????? ????,3/4/2024
1055,KDL angiography  Catheter PIG 4f,1, 600.0 , 600.0 ,????? ??? ?.????? ????,3/5/2024
1056,KDL angiography  Catheter MP  4F,1, 600.0 , 600.0 ,????? ??? ?.????? ????,3/5/2024
1102,BARTY Cross over 55c-6f,1," 6,500.0 "," 6,500.0 ",????? ??? ?.????? ????,3/5/2024
1103,BARTY Cross over 55c-6f,1," 7,500.0 "," 7,500.0 ",????? ??? ?.????? ????,3/5/2024
1104,KDL_Introducer set femoral 8F,1, 600.0 , 600.0 ,????? ??? ?.????? ????,3/5/2024
1105,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????? ????,3/5/2024
1106,PTA Balloon _ATROPOS 0.35 _819-050150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????? ????,3/5/2024
1107,KDL angiography  Catheter RIM -5F,1," 1,100.0 "," 1,100.0 ",????? ??? ?.????? ????,3/5/2024
1142,KDL angiography  Catheter Ver  5F,1," 1,100.0 "," 1,100.0 ",????? ??? ?.????? ????,3/9/2024
1143,KDL angiography  Catheter Ver  4F,1," 1,100.0 "," 1,100.0 ",????? ??? ?.????? ????,3/9/2024
1144,KDL angiography  Catheter Ver  5F,2," 1,100.0 "," 2,200.0 ",????? ??? ?.????? ????,3/9/2024
1145,KDL angiography  Catheter RIM -5F,2," 1,100.0 "," 2,200.0 ",????? ??? ?.????? ????,3/9/2024
1169,SUNMED _Inflation Device,2, 600.0 ," 1,200.0 ",????? ??? ?.????? ????,3/12/2024
1170,PTA Balloon _ATROPOS 0.35 _819-030150-150,2," 4,200.0 "," 8,400.0 ",????? ??? ?.????? ????,3/12/2024
1171,PTA Balloon _ATROPOS 0.35 _819-050150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????? ????,3/12/2024
1197,SUNMED _Inflation Device,1, 600.0 , 600.0 ,????? ??? ?.????? ????,3/13/2024
1198,BARTY Cross over 55c-6f,1," 6,500.0 "," 6,500.0 ",????? ??? ?.????? ????,3/13/2024
1199,KDL angiography  Catheter RIM -5F,1," 1,200.0 "," 1,200.0 ",????? ??? ?.????? ????,3/13/2024
1230,PTA Balloon _MINERVA 0.18 _803-030150-150,2," 5,500.0 "," 11,000.0 ",????? ??? ?.????? ????,3/14/2024
1231,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.????? ????,3/14/2024
1232,PTA Balloon _ATROPOS 0.35 _819-050120-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.????? ????,3/14/2024
1233,PTA Balloon _ATROPOS 0.35 _819-080060-90,1," 4,500.0 "," 4,500.0 ",????? ??? ?.????? ????,3/14/2024
1244,KDL angiography  Catheter RIM -5F,1," 1,500.0 "," 1,500.0 ",????? ??? ?.????? ????,3/16/2024
1245,KDL angiography  Catheter Ver  5F,1," 1,500.0 "," 1,500.0 ",????? ??? ?.????? ????,3/16/2024
1315,PTA Balloon _MINERVA 0.18 _803-030060-150,1," 6,000.0 "," 6,000.0 ",????? ??? ?.????? ????,3/20/2024
1373,Conger Hydrophilic Guide Wire  0.35/260 stiff ANG-TIP,1," 2,300.0 "," 2,300.0 ",????? ??? ?.????? ????,3/25/2024
1374,KDL angiography  Catheter Ver  4F,1," 1,400.0 "," 1,400.0 ",????? ??? ?.????? ????,3/25/2024
1375,PTA Balloon _MINERVA 0.18 _803-050200-150,1," 6,000.0 "," 6,000.0 ",????? ??? ?.????? ????,3/25/2024
1382,KDL_Introducer set femoral 8F,1, 500.0 , 500.0 ,????? ??? ?.????? ????,3/26/2024
1383,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.????? ????,3/26/2024
1384,PTA Balloon _MINERVA 0.18 _803-030200-150,1," 6,000.0 "," 6,000.0 ",????? ??? ?.????? ????,3/26/2024
1385,KDL angiography  Catheter RIM -5F,1," 1,200.0 "," 1,200.0 ",????? ??? ?.????? ????,3/26/2024
1386,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????? ????,3/26/2024
1387,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.????? ????,3/26/2024
1388,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.????? ????,3/26/2024
1389,SUNMED _Inflation Device,2, 600.0 ," 1,200.0 ",????? ??? ?.????? ????,3/26/2024
1390,PTA Balloon _ATROPOS 0.35 _819-050150-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.????? ????,3/26/2024
1391,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.????? ????,3/26/2024
1392,PTA Balloon _MINERVA 0.18 _803-030150-150,1," 6,000.0 "," 6,000.0 ",????? ??? ?.????? ????,3/26/2024
1393,KDL angiography  Catheter Ver  4F,1," 1,500.0 "," 1,500.0 ",????? ??? ?.????? ????,3/26/2024
43,Peripheral Stent System ZX07150125B,1," 16,000.0 "," 16,000.0 ",????? ??? ?.???,1/8/2024
51,PTA Balloon _ATROPOS 0.35 _819-050100-150,1," 3,900.0 "," 3,900.0 ",????? ??? ?.???,1/8/2024
96,BARTY Cross over 55c-6f,1," 3,000.0 "," 3,000.0 ",????? ??? ?.???,1/13/2024
97,KDL_Introducer set femoral 8F,1, 500.0 , 500.0 ,????? ??? ?.???,1/13/2024
103,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 3,900.0 "," 3,900.0 ",????? ??? ?.???,1/14/2024
139,PTA Balloon _MINERVA 0.18 _803-040100-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,1/17/2024
140,PTA Balloon _ACHILLES 0.18 804-030150-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,1/17/2024
160,Peripheral Stent System ZX06150125B,1," 16,000.0 "," 16,000.0 ",????? ??? ?.???,1/17/2024
196,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 3,900.0 "," 3,900.0 ",????? ??? ?.???,1/20/2024
231,SUNMED _Inflation Device,1, 550.0 , 550.0 ,????? ??? ?.???,1/22/2024
232,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,000.0 "," 4,000.0 ",????? ??? ?.???,1/22/2024
233,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 1,800.0 "," 1,800.0 ",????? ??? ?.???,1/22/2024
234,PTA Balloon _ATROPOS 0.35 _819-050150-150,1," 3,900.0 "," 3,900.0 ",????? ??? ?.???,1/22/2024
241,KDL angiography  Catheter C2-5F/65CM,1, 950.0 , 950.0 ,????? ??? ?.???,1/23/2024
255,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 3,900.0 "," 3,900.0 ",????? ??? ?.???,1/24/2024
393,PTA Balloon _ATROPOS 0.35 _819-030120-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.???,2/5/2024
394,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 1,800.0 "," 1,800.0 ",????? ??? ?.???,2/5/2024
395,SUNMED _Inflation Device,1, 600.0 , 600.0 ,????? ??? ?.???,2/5/2024
466,PTA Balloon _ATROPOS 0.35 _819-050100-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,2/7/2024
486,Conger Hydrophilic Guide Wire  0.35/260 stiff ANG-TIP,1," 1,800.0 "," 1,800.0 ",????? ??? ?.???,2/7/2024
639,PTA Balloon _ATROPOS 0.35 _819-100060-90,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,2/14/2024
642,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.???,2/14/2024
643,PTA Balloon _ATROPOS 0.35 _819-050150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.???,2/14/2024
697,PTA Balloon _ATROPOS 0.35 _819-030100-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.???,2/17/2024
698,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.???,2/17/2024
699,PTA Balloon _ATROPOS 0.35 _819-060080-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.???,2/17/2024
765,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 3,947.4 "," 3,947.4 ",????? ??? ?.???,2/20/2024
771,PTA Balloon _ATROPOS 0.35 _819-030120-150,2," 4,500.0 "," 9,000.0 ",????? ??? ?.???,2/20/2024
772,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,2/20/2024
773,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,3," 2,500.0 "," 7,500.0 ",????? ??? ?.???,2/20/2024
783,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.???,2/21/2024
802,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,2/22/2024
803,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,2/22/2024
804,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 2,200.0 "," 2,200.0 ",????? ??? ?.???,2/22/2024
823,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 2,000.0 "," 2,000.0 ",????? ??? ?.???,2/24/2024
861,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.???,2/25/2024
862,PTA Balloon _MINERVA 0.18 _803-030150-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,2/25/2024
863,PTA Balloon _MINERVA 0.18 _803-040150-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,2/25/2024
894,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,2/28/2024
895,PTA Balloon _ATROPOS 0.35 _819-030120-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,2/28/2024
896,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,2/28/2024
897,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,2," 2,200.0 "," 4,400.0 ",????? ??? ?.???,2/28/2024
917,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.???,2/29/2024
918,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.???,2/29/2024
919,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 2,000.0 "," 2,000.0 ",????? ??? ?.???,2/29/2024
920,Conger Hydrophilic Guide Wire  0.35/260 stiff ANG-TIP,1," 2,000.0 "," 2,000.0 ",????? ??? ?.???,2/29/2024
921,KDL angiography  Catheter RIM -5F,1," 1,100.0 "," 1,100.0 ",????? ??? ?.???,2/29/2024
922,BARTY Cross over 55c-6f,1," 6,500.0 "," 6,500.0 ",????? ??? ?.???,2/29/2024
923,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,2/29/2024
924,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,2/29/2024
925,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,2/29/2024
926,Conger Hydrophilic Guide Wire  0.35/260 stiff ANG-TIP,2," 2,200.0 "," 4,400.0 ",????? ??? ?.???,2/29/2024
945,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 2,200.0 "," 2,200.0 ",????? ??? ?.???,3/3/2024
946,KDL-INT PTA Wire 0.18×300,1," 3,000.0 "," 3,000.0 ",????? ??? ?.???,3/3/2024
947,PTA Balloon _ATROPOS 0.35 _819-050150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.???,3/3/2024
1081,PTA Balloon _MINERVA 0.18 _803-030100-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.???,3/5/2024
1082,BARTY Cross over 55c-6f,1," 7,000.0 "," 7,000.0 ",????? ??? ?.???,3/5/2024
1083,SUNMED _Inflation Device,1, 600.0 , 600.0 ,????? ??? ?.???,3/5/2024
1092,PTA Balloon _MINERVA 0.18 _803-025120-150,1," 4,700.0 "," 4,700.0 ",????? ??? ?.???,3/5/2024
1093,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.???,3/5/2024
1094,PTA Balloon _ATROPOS 0.35 _819-030150-150,2," 4,200.0 "," 8,400.0 ",????? ??? ?.???,3/5/2024
1095,PTA Balloon _ATROPOS 0.35 _819-050150-150,2," 4,200.0 "," 8,400.0 ",????? ??? ?.???,3/5/2024
1096,PTA Balloon _ATROPOS 0.35 _819-080040-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.???,3/5/2024
1097,PTA Balloon _ATROPOS 0.35 _819-100040-90,1," 4,200.0 "," 4,200.0 ",????? ??? ?.???,3/5/2024
1098,KDL-INT PTA Wire 0.18×300,1," 3,300.0 "," 3,300.0 ",????? ??? ?.???,3/5/2024
1099,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 2,100.0 "," 2,100.0 ",????? ??? ?.???,3/5/2024
1110,KDL angiography  Catheter RIM -5F,1," 1,000.0 "," 1,000.0 ",????? ??? ?.???,3/5/2024
1111,KDL_Introducer set femoral 8F,1, 700.0 , 700.0 ,????? ??? ?.???,3/5/2024
1126,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.???,3/7/2024
1127,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,1," 1,700.0 "," 1,700.0 ",????? ??? ?.???,3/7/2024
1137,PTA Balloon _ATROPOS 0.35 _819-030120-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,3/7/2024
1138,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,3/7/2024
1139,Conger Hydrophilic Guide Wire  0.35/260 Standard ANG-TIP,2," 2,200.0 "," 4,400.0 ",????? ??? ?.???,3/7/2024
1155,KDL angiography  Catheter Ver  4F,1," 1,500.0 "," 1,500.0 ",????? ??? ?.???,3/9/2024
1156,PTA Balloon _ATROPOS 0.35 _819-050200-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,3/9/2024
1157,PTA Balloon _MINERVA 0.18 _803-030150-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.???,3/9/2024
1158,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.???,3/10/2024
1159,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.???,3/10/2024
1172,BARTY long sheath straight   90c-6F,1," 8,500.0 "," 8,500.0 ",????? ??? ?.???,3/12/2024
1173,KDL_Introducer set femoral 8F,2, 750.0 ," 1,500.0 ",????? ??? ?.???,3/12/2024
1213,PTA Balloon _ATROPOS 0.35 _819-050060-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,3/14/2024
1214,BARTY Cross over 55c-6f,1," 7,500.0 "," 7,500.0 ",????? ??? ?.???,3/14/2024
1215,KDL_Introducer set femoral 8F,1, 500.0 , 500.0 ,????? ??? ?.???,3/14/2024
1216,KDL-INT PTA Wire 0.18×300,1," 3,500.0 "," 3,500.0 ",????? ??? ?.???,3/14/2024
1295,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,3/19/2024
1296,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,200.0 "," 4,200.0 ",????? ??? ?.???,3/19/2024
1297,PTA Balloon _MINERVA 0.18 _803-025200-150,1," 4,800.0 "," 4,800.0 ",????? ??? ?.???,3/19/2024
1298,PTA Balloon _MINERVA 0.18 _803-025150-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.???,3/19/2024
1299,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,3/19/2024
1302,PTA Balloon _ATROPOS 0.35 _819-050150-150,1," 5,500.0 "," 5,500.0 ",????? ??? ?.???,3/19/2024
1344,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.???,3/23/2024
1345,PTA Balloon _ATROPOS 0.35 _819-040200-150,4," 5,000.0 "," 20,000.0 ",????? ??? ?.???,3/23/2024
1346,PTA Balloon _ATROPOS 0.35 _819-050150-150,7," 5,000.0 "," 35,000.0 ",????? ??? ?.???,3/23/2024
1347,PTA Balloon _ATROPOS 0.35 _819-050200-150,3," 5,000.0 "," 15,000.0 ",????? ??? ?.???,3/23/2024
1348,PTA Balloon _ATROPOS 0.35 _819-060120-150,2," 5,000.0 "," 10,000.0 ",????? ??? ?.???,3/23/2024
1349,PTA Balloon _ATROPOS 0.35 _819-060150-150,2," 5,000.0 "," 10,000.0 ",????? ??? ?.???,3/23/2024
1350,PTA Balloon _ATROPOS 0.35 _819-060200-150,1," 5,000.0 "," 5,000.0 ",????? ??? ?.???,3/23/2024
1351,PTA Balloon _MINERVA 0.18 _803-030150-150,1," 6,000.0 "," 6,000.0 ",????? ??? ?.???,3/24/2024
1353,PTA Balloon _ATROPOS 0.35 _819-030200-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,3/24/2024
1354,PTA Balloon _ATROPOS 0.35 _819-030150-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,3/24/2024
1355,PTA Balloon _ATROPOS 0.35 _819-050150-150,1," 4,500.0 "," 4,500.0 ",????? ??? ?.???,3/24/2024
42,KDL Guiding Catheter XB3.5 7F,10," 1,350.0 "," 13,500.0 ",????? ??? ?.????,1/8/2024
119,PTA Balloon _ATROPOS 0.35 _819-040200-150,1," 4,000.0 "," 4,000.0 ",????? ??? ?.????,1/15/2024
120,KDL angiography  Catheter Ver  5F,1, 900.0 , 900.0 ,????? ??? ?.????,1/15/2024
